"Record_ID","Mass_balance_pct","Merge_domain_status","Data_quality_flag","Merge_method"
"EW-0049","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0050","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0051","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0052","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0053","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0054","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0055","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0056","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0057","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0058","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0059","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0060","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0061","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0062","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0063","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0064","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0065","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0066","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0067","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0068","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0069","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0070","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0071","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0072","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0073","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0074","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0075","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0076","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0077","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0078","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0079","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0080","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0081","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0082","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0083","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0084","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0085","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0086","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0087","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0088","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0089","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0090","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0091","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0092","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0093","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0094","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0095","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0096","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0097","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0098","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0099","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0100","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0101","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0102","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0103","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0104","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0105","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0106","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0107","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0108","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0109","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0110","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0111","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0112","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0113","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0114","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0115","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0116","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0117","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0118","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0119","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0120","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0121","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0122","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0123","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0124","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0125","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0126","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0127","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0128","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0129","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0130","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0131","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0132","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0133","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0134","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0135","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0136","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0137","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0138","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0139","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0140","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0141","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0142","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0143","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0144","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0145","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0146","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0147","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0148","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0149","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0150","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0151","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0152","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0153","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0154","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0155","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0156","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0157","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0158","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0159","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0160","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0161","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0162","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0163","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0164","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0165","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0166","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0167","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0168","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0169","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0170","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0171","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0172","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0173","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0174","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0175","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0176","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0177","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0178","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0179","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0180","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0181","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0182","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0183","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0184","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0185","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0186","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0187","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0188","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0189","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0190","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0191","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0192","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0193","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0194","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0195","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0196","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0197","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0198","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0199","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0200","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0201","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0202","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0203","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0204","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0205","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0206","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0207","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0208","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0209","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0210","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0211","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0212","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0213","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0214","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0215","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0216","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0217","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0218","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0219","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0220","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0221","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0222","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0223","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0224","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0225","100.010","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0226","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0227","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0228","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0229","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0230","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0231","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0232","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0233","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0234","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0235","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0236","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0237","100.010","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0238","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0239","100.000","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0240","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0241","99.990","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
"EW-0242","99.990","extrapolation_outside_400_500","prototype_synthetic_extrapolated","Temperature-based linear model from second database; not a row-index join"
"EW-0243","100.000","interpolation_400_500","prototype_synthetic_interpolated","Temperature-based linear model from second database; not a row-index join"
